username,job_titles,skills
aayush-agarwal1999,"[sde-1,sde intern,mentor,mentor,web developer,software engineer,software developer]","[react.js,javascript,c,web development,data structures,algorithms,c++,java,javaserver pages (jsp),html5,cascading style sheets (css),jquery,bootstrap,node.js,mongodb,passport.js,rest api,amazon web services (aws),c (programming language),firebase,materialize css,python (programming language),sql,leadership,google app engine,express.js,j2ee web services,progressive web applications (pwas),web application security,typescript,jira,json,json web token (jwt),git,github,bitbucket,jenkins,redux,redis,amazon ec2,amazon s3,aws elastic beanstalk,django,django rest framework,mysql,postgresql]"
aayush-agrawal-109a7565,"[software development engineer (iv),software development engineer (i-ii-iii),principal software engineer,independent professional]","[react.js,typescript,web architecture,distributed systems,node.js,rust,git,cascading style sheets (css),html5,postgresql,php,mvc architecture,qt,zend framework,yui,haskell,network simulator,go (programming language),amazon dynamodb,functional programming,c,c++,mysql]"
aayush-arora-1b1278b6,"[senior travel sales consultant,senior customer care executive,team leader,business development manager]","[customer service operations,inbound marketing,back-end operations,customer relationship management (crm),travel sales,public relations,team motivation,b2b sales,freshdesk,worldspan,amadeus,hospitality,zendesk,holiday packages,social media marketing,sales,teamwork,leadership,management,microsoft word,microsoft excel,public speaking,team management,customer service,business development,microsoft powerpoint]"
aayush-dube-7733a369,"[partner, strategy & research,senior manager- research & strategy,manager- research & strategy,strategic planing,freelance writer,design research & strategy,senior ux researcher,ux/ui designer]","[design research,ux research,semiotics,brand strategy,advertising]"
aayush-g-352ba92b,"[confounder,process engineer,co-founder,senior product manager,head - last mile,supply chain manager,intern,intern]","[entrepreneurship,start-ups,product management,management consulting,e-commerce,strategy,operations management,social media,nanotechnology,supply chain management,technical textiles,textile industry,research,leadership,management,team management,project management,business development]"
aayush-giri-925520108,"[finance intern,taxation intern,marketing intern,consultant,head, corporate relations,vice president]","[customer relationship management (crm),records management,spss,salesforce.com,sqlite,relational databases,client relations,decision-making,problem solving,sql,research,marketing,leadership,management,data analysis,microsoft word,microsoft excel,public speaking,microsoft office,business strategy,project management,microsoft powerpoint]"
aayush-gupta-3a61561bb,"[business development executive,business development intern,business development executive,data analyst]","[lead generation,research,marketing,market research,microsoft excel,business development]"
aayush-gupta-7b9530106,"[hadoop developer,senior systems engineer,system engineer,system engineer trainee,engineer,java developer,c and c++]","[hadoop,apache spark,big data,data mining,data management,shell scripting,analytical skills,systems engineering,scala,linux,oracle sql developer,hdfs,hiveql,cloudera,spring framework,apache sqoop,hbase,apache impala,operating systems,problem solving,data engineer,calculations,internet surfing,database management system (dbms),big data analytics,analytic problem solving,hive,apache kafka,rdbms,agile leadership,data engineering,mapreduce,scripting,sql,java,mysql,leadership,microsoft word,microsoft excel,microsoft office,microsoft powerpoint,python (programming language)]"
aayush-jain-252607a7,"[qa engineer ii,apache ofbiz contributor,software engineer in test,enterprise quality engineer,qa engineer ii]","[manual testing,test automation,selenium webdriver,api testing,defect tracking,agile methodologies,jira,test cases,regression testing,software development life cycle (sdlc),functional testing,bugzilla,requirements analysis,confluence,junit,testng,agile testing,scrum,test automation framework,selenium testing,software quality assurance,manual testing,sql,leadership]"
aayush-modi-7b35a312a,[product specialist],"[matlab,ansys,team building,leadership,microsoft office]"
aayush-nagpal-75a78a76,"[product manager - upi & investments,associate - group young leaders program,institute relations head,research intern,research intern,summer intern,product manager,business analyst,research intern]","[marketing strategy,powerpoint,sales,teamwork,marketing,leadership,management,microsoft word,market research,microsoft excel,public speaking,customer service,microsoft office,business strategy,project management,business development,microsoft powerpoint]"
